,Index,Latitude,Longitude,2010,2011,2012,2013,2014,2015,2016,2017
36,36.0,24.50698,71.80919,0.15432533374327817,0.198935691631529,0.1700802702608497,0.11546681875859212,0.2336929554781098,0.220381027889319,0.3233988904369717,0.1759600885151643
37,37.0,24.50698,71.88882,0.16057749111241346,0.23932536926706147,0.155311574281972,0.11137171628951427,0.21375003220621458,0.16065674235262997,0.25572111834954275,0.19746520716208973
38,38.0,24.50698,71.96844,0.08755381723564984,0.1394832736240254,0.09535982170345698,0.06801675649801825,0.12106163260623394,0.09924990876260419,0.19852575588577023,0.12735929118508055
39,39.0,24.50698,72.04807,0.06120747091912904,0.11857329762747194,0.07103198499802121,0.045828590901449945,0.08340006280134464,0.07995098672364939,0.13251419729732458,0.08839228332853101
40,40.0,24.50698,72.12769,0.050354779985125026,0.07310463752234102,0.052988530770967296,0.04073275226890265,0.06825350071482043,0.07662262983594684,0.16950797836048379,0.09802413021241738
41,41.0,24.50698,72.20732,0.06012871325048751,0.11928103352616708,0.10477464022083362,0.052126480707448845,0.08770829781909636,0.08612534062970316,0.19246497718599007,0.1042546607437276
42,42.0,24.50698,72.28694,0.08598062914852508,0.17694008268301,0.1203142566329066,0.05621405187451488,0.1162294304473944,0.10275829905453396,0.17399672570595878,0.12390475764200494
43,43.0,24.50698,72.36657,0.03490746734546873,0.06851724690560522,0.02848082617436122,0.02059243649067179,0.03507034605580689,0.029424104625248543,0.035754643844212404,0.03504828942837547
44,44.0,24.50698,72.44619,0.0019418843908803737,0.0026551950798153444,0.002203670782991133,0.0012791593083075516,0.0023492868311898404,0.0019503931010185168,0.003751802910468155,0.005422883602173429
45,45.0,24.50698,72.60544,0.000453285894424607,8.419740997039655e-05,4.737924647752962e-05,0.0004798114076600305,6.77980182963433e-05,0.0001327190842822934,0.0002131080855577407,0.000802866191853448
46,46.0,24.50698,72.68507,0.0013415806214343864,0.0003766564345169168,0.00018665296934428964,0.000941883427942387,0.00023948388926051212,0.0006857651722859075,0.0010430793130194367,0.00046732811091303487
47,47.0,24.42638,71.33144,0.010649889576245306,0.03150516356301322,0.04091240777157402,0.010976751941976821,0.0170794407832793,0.021082292598096006,0.04110281478377507,0.015945544449481968
48,48.0,24.42638,71.41106,0.06052628819879735,0.1526492965528531,0.17384259915489572,0.05930761674652424,0.0828355070167217,0.08592184698492623,0.15493994927132906,0.1112486819662954
49,49.0,24.42638,71.49069,0.07677458916369016,0.15573848112362462,0.1300755746876756,0.07135866823153927,0.11900452344760663,0.10674294915823233,0.23639974967889463,0.1437315919948589
50,50.0,24.42638,71.57031,0.10444056485505063,0.18777050894144207,0.11840451923746735,0.06797827081383173,0.13697209218202339,0.10860194856723647,0.20799879494532836,0.14684105976231474
51,51.0,24.42638,71.64994,0.12184279581589456,0.20393984076872354,0.17345759393364463,0.07478086214116428,0.16901259924692721,0.1239824702181262,0.15350612733248858,0.11751337550504966
52,52.0,24.42638,71.72956,0.0941765870228355,0.19521428734557023,0.1865470881573566,0.06856919537254201,0.14071878193272075,0.1373115610964972,0.20362828382994197,0.121519031683785
53,53.0,24.42638,71.80919,0.11213319543950706,0.18444621722597154,0.19631966028254724,0.09444988916695243,0.20409381898496554,0.179586163031796,0.2619809308367358,0.19212380273597848
54,54.0,24.42638,71.88882,0.14412721262360392,0.2627177294499717,0.18628761182382395,0.0932231307296546,0.20736316843314134,0.15523686144817192,0.22747610542597868,0.1780024065160932
55,55.0,24.42638,71.96844,0.152220319032832,0.19146410920917317,0.12814205982374752,0.0909480628341555,0.19135537681483936,0.16568316194309096,0.2373730172729527,0.13378538022968567
56,56.0,24.42638,72.04807,0.15204944379814841,0.19635553824241322,0.17581924041778063,0.09561706557266493,0.1944978498384093,0.16412510868143068,0.33308327997040427,0.17905965373201846
57,57.0,24.42638,72.12769,0.08344638024148929,0.16576856742175694,0.15231386503055852,0.06415454846711426,0.11294824042005175,0.11013747165674151,0.2613046338657592,0.14196941541681365
58,58.0,24.42638,72.20732,0.10211744940428516,0.1686716628757105,0.12156929981157115,0.06565897436075586,0.14326113377737829,0.13173707606695936,0.20588928457525396,0.11723330311077897
59,59.0,24.42638,72.28694,0.06853924935772143,0.09226103096472062,0.08134574262719113,0.04050972216795805,0.09211167707317747,0.08141252742064735,0.17479232725525737,0.09824655634800329
60,60.0,24.42638,72.36657,0.06492840117092151,0.10387142424839808,0.07649517940875247,0.040554476708664876,0.09830798976756802,0.08017973649668081,0.13334964125915102,0.09369860100856223
61,61.0,24.42638,72.44619,0.012895322510467579,0.014334493894151052,0.013191279536031405,0.008876098011604276,0.02071295306146289,0.023219455732654482,0.03927490549890478,0.017006424222611626
62,62.0,24.42638,72.52582,0.0053615886246662905,0.01761770050574557,0.006154098293111545,0.003971912722325907,0.006302738262519927,0.0053930382984934055,0.018775739534307546,0.01340719130537175
63,63.0,24.42638,72.60544,0.034529041612868155,0.0323404466893962,0.01886426804378315,0.018134934405276897,0.037725005689824266,0.017491557689137693,0.033141605541788126,0.031055935380219196
64,64.0,24.42638,72.68507,0.01497241309946836,0.016045911495032598,0.009579021439468743,0.010795106791666198,0.013357008630293826,0.008800845624502835,0.014172202305167567,0.01220932624137532
65,65.0,24.42638,73.00357,0.0030579558566461193,0.003264085106367979,0.0024803135524663635,0.002143741210976954,0.002700878102666565,0.00777902994755618,0.010802212164642083,0.008675872872358062
66,66.0,24.42638,73.08319,0.006924620423594004,0.007119560030763458,0.005457508111936369,0.004319974894759502,0.006491991362695936,0.009229466972304203,0.012274179299290377,0.009966240489660615
67,67.0,24.42638,73.16282,0.00043721457622143656,0.00048519993491669144,0.0004380067736443789,0.0002764921493676122,0.0004929668371993348,0.0005311233757658694,0.0007484008297210493,0.0005453337151143313
68,68.0,24.34578,71.25181,0.00015197783874272314,0.00012664017129740746,5.1464617536785584e-05,0.0002164142477258104,5.2731603891782684e-05,0.0002732647627109647,0.0003931109556045802,1.7381258776570554e-05
69,69.0,24.34578,71.33144,0.005558038025074095,0.009456871031978767,0.008511543563121615,0.004632099068268223,0.007311066415205184,0.010348421031638239,0.01959468079805108,0.006468300692138344
70,70.0,24.34578,71.41106,0.10463052020893532,0.13640485447611284,0.10742480866407032,0.06283664107761093,0.13212103971910852,0.1256999363647967,0.20920822333883624,0.12184579423976187
71,71.0,24.34578,71.49069,0.10574613882777428,0.160382286236783,0.1275716756430636,0.06852616120693823,0.126718838418703,0.11326340353027718,0.26732099972546547,0.15693713264632572
72,72.0,24.34578,71.57031,0.09543088632817287,0.1810540283070516,0.14848226085394453,0.06425015931297656,0.11705214114460837,0.10877326476880646,0.21590002552378865,0.15962176935995256
73,73.0,24.34578,71.64994,0.10492507101878938,0.25457026203726607,0.21012600953082453,0.08000929662228652,0.1538033120931039,0.13826779121488622,0.15994983818430544,0.1289559712107953
74,74.0,24.34578,71.72956,0.13225962198177235,0.22589923521240632,0.21994065792894685,0.09748161331190837,0.22908974877738875,0.18006848819574775,0.2856717124971671,0.1767030572826791
75,75.0,24.34578,71.80919,0.18300824653889922,0.2791821003693331,0.23731057629246607,0.11333891104064492,0.28595192955002036,0.2141471527186095,0.34224804136969644,0.2206062280058021
76,76.0,24.34578,71.88882,0.17730290361331202,0.23316318794537205,0.19117724957210538,0.0943608132757902,0.2138860625624757,0.15597183699261138,0.20555662642603745,0.14766998420352387
77,77.0,24.34578,71.96844,0.11824565344090165,0.13208886963971658,0.10911991146077415,0.07019995755374865,0.1520353199621627,0.12030830474773686,0.2060623058754654,0.12870831782171913
78,78.0,24.34578,72.04807,0.17712004501172882,0.21749007366077308,0.2026884623060659,0.10926529474639132,0.23905714107525347,0.1934733821124053,0.3597260496458864,0.22125567816635522
79,79.0,24.34578,72.12769,0.1418159250329881,0.23828037363351146,0.20023191666141069,0.10732968558801426,0.1809550047196745,0.1656177383741905,0.36956722665884345,0.222831819011174
80,80.0,24.34578,72.20732,0.11063284860612498,0.14652323078146967,0.10899226482846368,0.06788263520427551,0.14385360630062555,0.1190462206638367,0.20343472548039118,0.1415021418373733
81,81.0,24.34578,72.28694,0.030057527840879204,0.05476972908003357,0.04181543373756467,0.020508654773908546,0.045580772465436716,0.04566473222945609,0.06302375905981568,0.04592063276868131
82,82.0,24.34578,72.36657,0.03287399883280645,0.06863885237416005,0.05558375410852193,0.02161530395847615,0.0614601561385991,0.054462448275100384,0.08646963974734785,0.0642148350454432
83,83.0,24.34578,72.44619,0.030436907582834676,0.052079547007523694,0.043512575591099396,0.01770404972433995,0.045776464882341,0.03406685866933549,0.04789292451417283,0.030384808571705522
84,84.0,24.34578,72.52582,0.04828827520523556,0.1151232248605631,0.10513428412431611,0.03873156147588198,0.0761946015094576,0.06380918948862292,0.1585237473142265,0.1070842375376871
85,85.0,24.34578,72.60544,0.034834438311271344,0.03813343330192671,0.03171967347333775,0.019802472724106613,0.03926265902742067,0.023993156550164995,0.07120142309532036,0.05308987619987325
86,86.0,24.34578,72.68507,0.009198242434835293,0.0100064963279574,0.007420645535279616,0.004917360538062762,0.010265182759528974,0.008074264431720796,0.009235012786661717,0.0077549407745230794
87,87.0,24.34578,73.00357,0.006868029665960025,0.009868252358079718,0.0068291208666878,0.00518849078639687,0.006458571202911547,0.020705171120537557,0.029970172645730868,0.023672871305088425
88,88.0,24.34578,73.08319,0.04590403854044965,0.0513198245228569,0.03983761105709271,0.023660551553024226,0.04691053842532889,0.05774222731730688,0.07885234387797145,0.06144396206246824
89,89.0,24.34578,73.16282,0.009238909689418187,0.010180493442413048,0.008738509375964626,0.00523183823909037,0.010038349893102453,0.011024651993882048,0.015415220310887967,0.011536369110897357
90,90.0,24.34578,73.24244,0.00012598165698536018,0.00014014164930540524,0.00014070317322391126,9.851420282100932e-05,0.00015142606857147787,0.00015845924781059294,0.00023157598890900528,0.00015278242105638173
91,91.0,24.26518,71.25181,0.0008070887117746482,0.0007791758092040885,0.0006786850713306768,0.0007604903157436999,0.0011159653653255107,0.0020545384504025454,0.004433895827666811,0.0007082264357387031
92,92.0,24.26518,71.33144,0.037373267300606944,0.035888298554517105,0.0311792668520181,0.02818687905174421,0.052742595332639176,0.06406395233334866,0.13086399476527055,0.0524163988991897
93,93.0,24.26518,71.41106,0.14889427860690407,0.15974960131858162,0.13845462292452707,0.08968029391902331,0.20128561106002343,0.18536806975816641,0.2822370451820346,0.1723633000142726
94,94.0,24.26518,71.49069,0.12158374614917868,0.14629191321917165,0.11811839505274192,0.07630867402215111,0.16037097794570618,0.1419426295109196,0.254384639391092,0.15737699473721775
95,95.0,24.26518,71.57031,0.07484701977455818,0.1220088746969933,0.10923976067506948,0.050162624561356395,0.11194633792041452,0.09239742906508722,0.15864397193742158,0.11986821059314075
96,96.0,24.26518,71.64994,0.102992675477333,0.2528690519657933,0.20488040337750144,0.08236007348122347,0.1548150160809821,0.1412300949758469,0.2624942078916258,0.16436290040154838
97,97.0,24.26518,71.72956,0.12539761663621582,0.2136370900677654,0.18045013686339448,0.093385260734574,0.21068992655882957,0.1779481213462592,0.28400397031631996,0.20806977875800703
98,98.0,24.26518,71.80919,0.12762415712192487,0.16503544171004955,0.16004449365400292,0.07523535094571263,0.17411018490073704,0.13607795377858575,0.23268458304124034,0.16397553027070488
99,99.0,24.26518,71.88882,0.13800501598653195,0.16465267637921524,0.1406527336440803,0.07676846628849761,0.17002636850145184,0.14319685723132583,0.2495883266693724,0.1547459378066835
100,100.0,24.26518,71.96844,0.14577337141009153,0.1938881248000345,0.1596053528589565,0.07615505306742322,0.1815919250387801,0.15152047536777405,0.2057883949175706,0.13229635202337992
101,101.0,24.26518,72.04807,0.15160191512979834,0.2655618131169527,0.23102435156842033,0.10964313396458485,0.23166492683385476,0.2334619705049553,0.3995273176674232,0.20481142543839007
102,102.0,24.26518,72.12769,0.1330874239504753,0.20172214887496012,0.1695099997530103,0.09127177208905911,0.19008459903416733,0.17737717939433387,0.2962548336199783,0.18931078502361834
103,103.0,24.26518,72.20732,0.11379218375918942,0.14957726937476304,0.15244410210755385,0.06801545693537529,0.13938801391990457,0.1227876203756427,0.21772507448904171,0.146175620311756
104,104.0,24.26518,72.28694,0.10323731572700307,0.22050691831985678,0.2216044748503464,0.08116084111046444,0.14915092314049386,0.14689794608981457,0.23358646080131637,0.14751211112594922
105,105.0,24.26518,72.36657,0.1223256875022635,0.22818240997471234,0.22264486573126452,0.09293373001937134,0.1804305037292393,0.1771688968064615,0.26446196242178693,0.17809741003036617
106,106.0,24.26518,72.44619,0.13469971345282516,0.17292896248805303,0.1907163005672922,0.07636001302061204,0.15448178367303003,0.13182073540389413,0.23519493629146418,0.13896534596745633
107,107.0,24.26518,72.52582,0.09405715049467714,0.08779492424673939,0.07692184960453119,0.050061032614232726,0.10800020586863779,0.08369838755152346,0.1495081018609872,0.09367600701559949
108,108.0,24.26518,72.60544,0.006683420099336854,0.0074876447644931935,0.0059011066260042525,0.003819097806773672,0.008767110503254218,0.008760362847172659,0.015246104340926861,0.008076527006078098
109,109.0,24.26518,72.68507,0.028006092923418185,0.018360046717572853,0.011374297220207417,0.009087433573680158,0.027174581425654723,0.023192139042631666,0.008613329425728851,0.005583511331052256
110,110.0,24.26518,72.76469,0.0031603432763240486,0.02731094253538923,0.00235596972193069,0.003287734317705019,0.006486295353843895,0.005977606339899803,0.005327541136925613,0.0036545988349314666
111,111.0,24.26518,72.84432,0.0056165799646689645,0.005524506190079754,0.005227283529200312,0.0038941898419491724,0.006799154147783199,0.005004165669914233,0.00808617160809298,0.017870587499172762
112,112.0,24.26518,72.92394,0.001936073202537779,0.020373267776212633,0.015885711014905327,0.003250434096610312,0.00486491987102454,0.004448389243541369,0.006148554751954757,0.007443093187957157
113,113.0,24.26518,73.00357,0.020424988369338353,0.05680340982429803,0.026698111804990092,0.013047050969482431,0.022610278693587563,0.02680997172264999,0.032865713601092375,0.026900558346524484
114,114.0,24.26518,73.08319,0.018475055928154883,0.03516688327494736,0.015184536235855558,0.01009768211034131,0.018113180552602345,0.023054499334460285,0.028553519295813547,0.022136731896485642
115,115.0,24.26518,73.16282,0.0014241475696872858,0.0015283980445114503,0.001290814497235024,0.0007736215779457937,0.0014822818101983448,0.001674943149656928,0.002424801925445821,0.0017020158423648594
116,116.0,24.26518,73.24244,2.5346390544829018e-05,2.7914979586664993e-05,2.821144468280819e-05,1.9594337299653624e-05,3.050547609403987e-05,3.199626442077018e-05,4.663356668344095e-05,3.0749381841282334e-05
117,117.0,24.18458,71.25181,0.00020318800624736968,0.00039535797438291554,0.0002649859760096726,0.0001518763683081183,0.00041288496503483945,0.00046821882748062315,0.0009783159357470554,0.00039524616658326875
118,118.0,24.18458,71.33144,0.01882969623456417,0.024627375047971918,0.022046805015892255,0.013947437531603523,0.02795439317949577,0.024954027283676836,0.05309579311157519,0.03985385908759512
119,119.0,24.18458,71.41106,0.08406895411765924,0.136613067906447,0.1265304795317034,0.0629218182808443,0.13594983417114384,0.10975299473547699,0.1689686294775986,0.12809474873420693
120,120.0,24.18458,71.49069,0.06157911068660469,0.14414123792432296,0.10295472622385153,0.05339933651358726,0.11048415150224272,0.09260701782620723,0.14895921157751446,0.10090175270898387
121,121.0,24.18458,71.57031,0.1299533247070977,0.16152178578110227,0.12323689718666142,0.07140875098962689,0.1577601995328138,0.1317733399672108,0.17874182957882345,0.12313041457774691
122,122.0,24.18458,71.64994,0.16793301617406467,0.23366241342045105,0.2064243797563181,0.0997646642339126,0.20798004838199796,0.19955252450423694,0.3733261531933441,0.19411431940247387
123,123.0,24.18458,71.72956,0.11170038698669559,0.17505243734840073,0.1437132598169779,0.08052770546060607,0.15319836905281872,0.1473064867442886,0.2891928014803891,0.2073867959683568
124,124.0,24.18458,71.80919,0.1410146971558385,0.19676244666293258,0.16747208182994824,0.09668725727879039,0.18569833732487165,0.16438697090730317,0.3166869370831611,0.19335677722365174
125,125.0,24.18458,71.88882,0.1459870172249044,0.18694040571509365,0.16153382688855325,0.08015725518360158,0.19828314155050963,0.1563402350682671,0.22012924078279908,0.15973276227739278
126,126.0,24.18458,71.96844,0.15673036422477649,0.2334784716039689,0.17103297303779702,0.0876145425861422,0.20132670717071605,0.17044001136294207,0.20271615261865258,0.14831050715382865
127,127.0,24.18458,72.04807,0.11475006742976765,0.2089620970286448,0.16350849028982678,0.07417618075430278,0.14855616660783455,0.1364723649518741,0.20893797766202404,0.15675366975661617
128,128.0,24.18458,72.12769,0.13537152445283823,0.1923665623334464,0.14600227038585487,0.08023120662233989,0.18735958115091358,0.1637752827931159,0.23865347937788164,0.1546076455439007
129,129.0,24.18458,72.20732,0.1735562884942721,0.22895635112298954,0.2067466730113349,0.1177222941353373,0.22110636609585876,0.1673336214436575,0.3329035512738852,0.19109818884383772
130,130.0,24.18458,72.28694,0.14173977719560862,0.23275279666258786,0.23865202975927177,0.09856242428697637,0.20294499952988618,0.17659280974014477,0.3354193651997088,0.16019094478850013
131,131.0,24.18458,72.36657,0.19250580692097688,0.25192316143412896,0.21854764172578378,0.09895401420931554,0.21992581437220932,0.16797344985265042,0.23563584402945717,0.13099783158596853
132,132.0,24.18458,72.44619,0.1567175693756298,0.16797666137454964,0.17005725432012508,0.08291694942082002,0.1786697575240996,0.1447780046278841,0.2262318946916984,0.13989609440255016
133,133.0,24.18458,72.52582,0.17562726983617696,0.14499718605076933,0.16428222876574725,0.08400870776552465,0.19771308115638106,0.14595833889809642,0.26706232832363064,0.1427033621446085
134,134.0,24.18458,72.60544,0.04013722473131985,0.03471388064110822,0.0363178663563075,0.02281727003664019,0.05340108768017372,0.04855531953886612,0.08061386769690045,0.04767928249382937
135,135.0,24.18458,72.68507,0.06748618081120568,0.10191648525515869,0.057605171437482144,0.03116325719246931,0.07071645196377897,0.04970914609465654,0.06309365020324946,0.04480407739060655
136,136.0,24.18458,72.76469,0.026923752330371826,0.05705094473717907,0.040367021660259274,0.016053410383846462,0.03993379701238131,0.028829766837487288,0.026420891689674295,0.013782991369330509
137,137.0,24.18458,72.84432,0.006070077646793966,0.007317487399661786,0.006246777964387075,0.0037771829698686407,0.0067568628940659495,0.005265528866898385,0.008384459128059945,0.013977449125203618
138,138.0,24.18458,72.92394,0.02625438461502547,0.04536502546532467,0.037789799776880365,0.01590540231947736,0.03111809027335125,0.027901976432274392,0.030517250730213965,0.02384830072402941
139,139.0,24.18458,73.00357,0.04520903349706824,0.06452548561466628,0.04295152025743797,0.024757573119538273,0.049119854822287534,0.05422192880648515,0.063672952789394,0.055203489996364284
140,140.0,24.18458,73.08319,0.01014938221718778,0.011509970688467229,0.00866484739868244,0.005266429100366073,0.010573382027445077,0.012382684614856112,0.015557875769682317,0.012046764050119126
141,141.0,24.18458,73.16282,0.001513850957166655,0.0006025535166590175,0.0011999087440351043,0.0006618626176608326,0.0013173350643152315,0.001993854016642737,0.002644367316304143,0.001564183517230514
142,142.0,24.10398,71.25181,0.0016526125995149554,0.0007804243157878811,0.0006575771803439951,0.0004987839442600671,0.0014338122685805877,0.0011992847386269269,0.00024257710689422365,0.0001688098476732318
143,143.0,24.10398,71.33144,0.04366003661120681,0.040832010998411924,0.03779329592228423,0.021156079472611417,0.04318247590008567,0.03713467177321293,0.044199700841713895,0.040742963601549206
144,144.0,24.10398,71.41106,0.09798000219878492,0.14750206072131145,0.12900030975807442,0.05797220235821422,0.10907879609485974,0.08986023955068995,0.13397536728994322,0.11111147759445358
145,145.0,24.10398,71.49069,0.11207049860783004,0.20660134801017102,0.16578316626566791,0.07392981417717827,0.1349002982376915,0.11088573577676061,0.1908735366269697,0.12015117517313476
146,146.0,24.10398,71.57031,0.1301816475889091,0.18534999618531953,0.13468908228512821,0.08755458930192966,0.16753098486942702,0.14494564986451927,0.2238800949465884,0.14708067539179542
147,147.0,24.10398,71.64994,0.17081164867513124,0.22238310567958722,0.17607715905481716,0.09565048909709409,0.21942632450071092,0.2017417583570937,0.35101776190528805,0.1775807266750288
148,148.0,24.10398,71.72956,0.10946330484755401,0.13163367529920986,0.10104305471536079,0.06845055128205352,0.141155122247485,0.12746947813209777,0.23943772913641784,0.16416914625093276
149,149.0,24.10398,71.80919,0.1470675750352475,0.24919452865299954,0.16898604123669694,0.0902428694016292,0.16226829694787182,0.13770915826696586,0.2202946646720447,0.15179136447557026
150,150.0,24.10398,71.88882,0.13740555410021238,0.24869528320544657,0.1846768629150055,0.08281814536435565,0.1872927560963093,0.1517336163225101,0.20284795161407315,0.14441141497145835
151,151.0,24.10398,71.96844,0.16420204508838804,0.19762199644895653,0.15924464127955457,0.08949095345691015,0.19778820249205933,0.15218972075301204,0.2087719156307125,0.13740092957597597
152,152.0,24.10398,72.04807,0.10880340814056469,0.13547087700641303,0.10950182745328702,0.06648825151749592,0.13251643258108484,0.11802858424326787,0.20115646728083753,0.15639895174398813
153,153.0,24.10398,72.12769,0.15526816906345908,0.19280050284904315,0.14500982788072014,0.09645069935505668,0.2267283477848701,0.17615734555491083,0.28879526775876135,0.1761573996762596
154,154.0,24.10398,72.20732,0.15536419148277344,0.23348003490397784,0.22829054684444475,0.10385289135091762,0.25347926535331977,0.1897556998968686,0.2837359802120583,0.16281644174716087
155,155.0,24.10398,72.28694,0.18248712544972293,0.21746870116824174,0.21246878815806433,0.10327043256068555,0.24374101740088852,0.19825103998717772,0.3647805292462713,0.19251799334643369
